Compose([
  RemoveFreeColumns([30, 108, 444, 943, 1264])
])
(2480, 1385)
# Run(68):
	cv_params={'layer': [2], 'hidden': [16, 32, 64, 128], 'net': [<class 'models.GCNConv'>, <class 'models.GraphSAGE'>, <class 'models.GIN'>], 'lr': [0.001, 0.01, 0.1], 'epoch': [1000]},
	lr_decay=0.9,
	decay_steps=25,
	weight_decay=0.0005,
	n_folds=15,

# Evaluating model(0): {'epoch': 1000, 'hidden': 16, 'layer': 2, 'lr': 0.001, 'net': <class 'models.GCNConv'>}
{'fold': 0, 'epoch': 25, 'train_loss': 1.8393464088439941, 'val_loss': 1.860525131225586, 'test_acc': 0.20588235557079315}
{'fold': 0, 'epoch': 50, 'train_loss': 1.5157411098480225, 'val_loss': 1.5550525188446045, 'test_acc': 0.5882353186607361}
{'fold': 0, 'epoch': 75, 'train_loss': 1.2351181507110596, 'val_loss': 1.220846176147461, 'test_acc': 0.6176470518112183}
{'fold': 0, 'epoch': 100, 'train_loss': 1.0223592519760132, 'val_loss': 1.043075680732727, 'test_acc': 0.6176470518112183}
{'fold': 0, 'epoch': 125, 'train_loss': 0.9227820634841919, 'val_loss': 0.9489490389823914, 'test_acc': 0.7058823704719543}
{'fold': 0, 'epoch': 150, 'train_loss': 0.8614609241485596, 'val_loss': 0.8875351548194885, 'test_acc': 0.7352941036224365}
{'fold': 0, 'epoch': 175, 'train_loss': 0.7910633087158203, 'val_loss': 0.85057133436203, 'test_acc': 0.7647058963775635}
{'fold': 0, 'epoch': 200, 'train_loss': 0.7138932347297668, 'val_loss': 0.8238368034362793, 'test_acc': 0.7647058963775635}
{'fold': 0, 'epoch': 225, 'train_loss': 0.6794990301132202, 'val_loss': 0.8109027147293091, 'test_acc': 0.7647058963775635}
{'fold': 0, 'epoch': 250, 'train_loss': 0.6210973262786865, 'val_loss': 0.8016697764396667, 'test_acc': 0.7647058963775635}
{'fold': 0, 'epoch': 275, 'train_loss': 0.6112703680992126, 'val_loss': 0.8050237894058228, 'test_acc': 0.7647058963775635}
{'fold': 0, 'epoch': 300, 'train_loss': 0.5827688574790955, 'val_loss': 0.8023632764816284, 'test_acc': 0.7647058963775635}
{'fold': 0, 'epoch': 325, 'train_loss': 0.5668057203292847, 'val_loss': 0.8052091002464294, 'test_acc': 0.7941176295280457}
{'fold': 0, 'epoch': 350, 'train_loss': 0.5206716060638428, 'val_loss': 0.8116710782051086, 'test_acc': 0.7941176295280457}
